05.02.2010;2136989.46
12.02.2010;2137809.5
19.02.2010;2124451.54
26.02.2010;1865097.27
05.03.2010;1991013.13
12.03.2010;1990483.78
19.03.2010;1946070.88
26.03.2010;1750197.81
02.04.2010;2066187.72
09.04.2010;1954689.21
16.04.2010;1874957.94
23.04.2010;1821990.93
30.04.2010;1802450.29
07.05.2010;2042581.71
14.05.2010;1880752.36
21.05.2010;1896937.1
28.05.2010;1957113.89
04.06.2010;2102539.93
11.06.2010;2025538.76
18.06.2010;2001636.96
25.06.2010;1939927.09
02.07.2010;2003940.64
09.07.2010;1880902.62
16.07.2010;1845879.79
23.07.2010;1781717.71
30.07.2010;1804246.16
06.08.2010;1991909.98
13.08.2010;1895601.05
20.08.2010;1964335.23
27.08.2010;1863840.49
03.09.2010;1904608.09
10.09.2010;1839128.83
17.09.2010;1793903.6
24.09.2010;1724557.22
01.10.2010;1827440.43
08.10.2010;1849921.44
15.10.2010;1794355.49
22.10.2010;1737947.64
29.10.2010;1802755.11
05.11.2010;1939061.41
12.11.2010;1916812.74
19.11.2010;1956739.17
26.11.2010;2658725.29
03.12.2010;2015781.27
10.12.2010;2378726.55
17.12.2010;2609166.75
24.12.2010;3436007.68
31.12.2010;1750434.55
07.01.2011;1758050.79
14.01.2011;1744193.58
21.01.2011;1751384.9
28.01.2011;1695371.68
04.02.2011;1929346.23
11.02.2011;2168041.61
18.02.2011;2080884.82
25.02.2011;1833511.08
04.03.2011;1981607.78
11.03.2011;1879107.31
18.03.2011;1902557.66
25.03.2011;1766162.05
01.04.2011;1800171.36
08.04.2011;1847552.61
15.04.2011;1856467.84
22.04.2011;1886339.6
29.04.2011;1745545.28
06.05.2011;1837743.6
13.05.2011;1838513.07
20.05.2011;1688281.86
27.05.2011;1797732.56
03.06.2011;1933756.21
10.06.2011;1929153.16
17.06.2011;1953771.99
24.06.2011;1790925.8
01.07.2011;1866243
08.07.2011;1853161.99
15.07.2011;1785187.29
22.07.2011;1743816.41
29.07.2011;1680693.06
05.08.2011;1876704.26
12.08.2011;1812768.26
19.08.2011;1844094.59
26.08.2011;1821139.91
02.09.2011;1809119.7
09.09.2011;1748000.65
16.09.2011;1691439.52
23.09.2011;1669299.78
30.09.2011;1650394.44
07.10.2011;1837553.43
14.10.2011;1743882.19
21.10.2011;1834680.25
28.10.2011;1769296.25
04.11.2011;1959707.9
11.11.2011;1920725.15
18.11.2011;1902762.5
25.11.2011;2614202.3
02.12.2011;1954952
09.12.2011;2290549.32
16.12.2011;2432736.52
23.12.2011;3224369.8
30.12.2011;1874226.52
06.01.2012;1799520.14
13.01.2012;1744725.48
20.01.2012;1711769.11
27.01.2012;1660906.14
03.02.2012;1935299.94
10.02.2012;2103322.68
17.02.2012;2196688.46
24.02.2012;1861802.7
02.03.2012;1952555.66
09.03.2012;1937628.26
16.03.2012;1976082.13
23.03.2012;1790439.16
30.03.2012;1857480.84
06.04.2012;2129035.91
13.04.2012;1935869.1
20.04.2012;1847344.45
27.04.2012;1764133.09
04.05.2012;1923957.09
11.05.2012;1917520.99
18.05.2012;2000940.67
25.05.2012;1912791.09
01.06.2012;1910092.37
08.06.2012;2010216.49
15.06.2012;1962924.3
22.06.2012;1887733.21
29.06.2012;1881046.12
06.07.2012;2041507.4
13.07.2012;1830075.13
20.07.2012;1819666.46
27.07.2012;1757923.88
03.08.2012;1946104.64
10.08.2012;1866719.96
17.08.2012;1928016.01
24.08.2012;1876788.15
31.08.2012;1947083.3
07.09.2012;1898777.07
14.09.2012;1814806.63
21.09.2012;1829415.67
28.09.2012;1746470.56
05.10.2012;1998321.04
12.10.2012;1900745.13
19.10.2012;1847990.41
26.10.2012;1834458.35
05.02.2010;890689.51
12.02.2010;656988.64
19.02.2010;841264.04
26.02.2010;741891.65
05.03.2010;777951.22
12.03.2010;765687.42
19.03.2010;773819.49
26.03.2010;782563.38
02.04.2010;877235.96
09.04.2010;833782.7
16.04.2010;782221.96
23.04.2010;749779.1
30.04.2010;737265.57
07.05.2010;812190.76
14.05.2010;758182.2
21.05.2010;747888.25
28.05.2010;801098.43
04.06.2010;837548.62
11.06.2010;794698.77
18.06.2010;815130.5
25.06.2010;792299.15
02.07.2010;800147.84
09.07.2010;787062
16.07.2010;723708.99
23.07.2010;714601.11
30.07.2010;716859.27
06.08.2010;746517.32
13.08.2010;722262.21
20.08.2010;708568.29
27.08.2010;721744.33
03.09.2010;790144.7
10.09.2010;721460.22
17.09.2010;716987.58
24.09.2010;678228.58
01.10.2010;690007.76
08.10.2010;745782.1
15.10.2010;715263.3
22.10.2010;730899.37
29.10.2010;732859.76
05.11.2010;764014.06
12.11.2010;765648.93
19.11.2010;723987.85
26.11.2010;1182500.16
03.12.2010;879244.9
10.12.2010;1002364.34
17.12.2010;1123282.85
24.12.2010;1682862.03
31.12.2010;679156.2
07.01.2011;680254.35
14.01.2011;654018.95
21.01.2011;644285.33
28.01.2011;617207.58
04.02.2011;759442.33
11.02.2011;766456
